episode,speaker,content,addressee
For Whom the Sweetie Belle Toils,Rarity,Wait... what is this?,Sweetie Belle
For Whom the Sweetie Belle Toils,Sweetie Belle,Trust me. Sapphire Shores is gonna love it.,Sapphire Shores
For Whom the Sweetie Belle Toils,Sapphire Shores,"Rarity, this isn't going to work out. You don't get to my level of success without learning to read the signs, and this situation has bad luck written all over it.",Rarity
For Whom the Sweetie Belle Toils,Rarity,I promise you'll absolutely adore the headdress as soon as you see it.,Sapphire Shores
For Whom the Sweetie Belle Toils,Sapphire Shores,"My, it is attractive, but...",Sweetie Belle
For Whom the Sweetie Belle Toils,Sweetie Belle,"Look at the stitching, real close.",Sapphire Shores
For Whom the Sweetie Belle Toils,Sapphire Shores,"Well, I'll be. It's a dolphin! That's my lucky animal! They swim with me in my dreams.",Rarity
For Whom the Sweetie Belle Toils,Rarity,Wherever did you come up with the idea for a dolphin?,Sweetie Belle
For Whom the Sweetie Belle Toils,Sweetie Belle,"Oh, it just came to me... in a dream. I'm sorry I got jealous about those dresses. I know now that you were only trying to help.",Rarity
For Whom the Sweetie Belle Toils,Rarity,"Oh, Sweetie, I forgive you! But I never did get to see your play. Any chance I could catch an encore performance?",Sweetie Belle
For Whom the Sweetie Belle Toils,Sweetie Belle,"Uh, I don't think the play went all that good. To be honest, the costumes were the best part.",Rarity
For Whom the Sweetie Belle Toils,Rarity,Awww!,nobody
Leap of Faith,Apple Bloom,Just one more time? Please?,Applejack
Leap of Faith,Applejack,"Alright, but this is the last one.",Apple Bloom
Leap of Faith,Apple Bloom,Woo-hoo-hoo-hoo-hoo! Woooo!,Granny Smith
Leap of Faith,Granny Smith,Who done that?!,Apple Bloom
Leap of Faith,Apple Bloom,"Sure wish you'd come swim with us, Granny.",Granny Smith
Leap of Faith,Granny Smith,"Uh, sorry, dear. I just can't bring myself anywhere near that there swimmin' hole.",Apple Bloom
Leap of Faith,Apple Bloom,How come?,Granny Smith
Leap of Faith,Granny Smith,"Well, I wasn't always this way...",Granny Smith
Leap of Faith,Granny Smith,"Time was, I was an aquapony all-star! In fact, I was the only Apple to ever come close to breaking the Equestria high-diving record! Falling six stories into a deep dish pie pan takes a toll on the hindquarters. Oh, I was so sore, took years before I could even look at the water again! Just the idea of swimmin' makes my whole body ache! Besides, these old legs can't even paddle fast enough to stay afloat.",Apple Bloom
Leap of Faith,Apple Bloom,"Boy, I sure would hate to be afraid of swimmin'. You think I'll ever be scared of the water?",Apple Bloom
Leap of Faith,Apple Bloom,Aah!,Big McIntosh
Leap of Faith,Big McIntosh,Nope.,Apple Bloom
Leap of Faith,Apple Bloom,"Wow, Granny. I can't believe you were a high diver!",Granny Smith
Leap of Faith,Granny Smith,The best one in Ponyville!,Apple Bloom
Leap of Faith,Apple Bloom,Do you think I could be a high diver?,Big McIntosh
Leap of Faith,Big McIntosh,Nope.,Applejack
Leap of Faith,Applejack,Absolutely not.,Apple Bloom
Leap of Faith,Apple Bloom,But<U+0096>,Granny Smith
Leap of Faith,Granny Smith,"Now you hold your horsefeathers, little seed! I never said bein' a high diver was a smart decision! It's incredibly dangerous!",Apple Bloom
Leap of Faith,Apple Bloom,"I know, but<U+0096>",Granny Smith
Leap of Faith,Granny Smith,"But nothin'! It is the riskiest, scariest, darn-fool thing I ever did do! That's not to say I didn't wish I was still young and spry and confident, but let's leave the flyin' through the air to the Pegasi.",Apple Bloom
Leap of Faith,Apple Bloom,"Wow, when you put it that way, it doesn't sound so fun.",Applejack
Leap of Faith,Applejack,Wow. I wonder where everypony's headed.,Applejack
Leap of Faith,Applejack,Now where in Ponyville do you two think you're goin'?,Granny Smith
Leap of Faith,Granny Smith,"Aw, quit bein' such a worry-worm and follow your ears!",Apple Bloom
Leap of Faith,Apple Bloom,"Come on, Applejack, aren't you curious?",Flim
Leap of Faith,Flim,"Thank you, one and all, for your attendance, and we guarantee that your time here will not be spent in vain!",Flam
Leap of Faith,Flam,"In fact, we think it will prove to be the most valuable time you've ever spent!",Applejack
Leap of Faith,Applejack,The Flim Flam Brothers! This should be interestin'.,Big McIntosh
Leap of Faith,Big McIntosh,Eeyup.,Flim
Leap of Faith,Flim,"Welcome, one and all, to the demonstration of a lifetime!",Flam
Leap of Faith,Flam,A demonstration of a better life!,Flim
Leap of Faith,Flim,"A demonstration of a better time! And if we haven't captured your interest just yet, by the time we've finished, an unfortunate phenomenon practically guarantees that we will!",Flam
Leap of Faith,Flam,A phenomenon? What's that?,Flim
Leap of Faith,Flim,"It's a circumstance perceptible by the senses, but in this case, it's the simple fact that:",Others
Leap of Faith,Others,There's ailments all around us in everything we touch and see,Flam
Leap of Faith,Flam,A sickness that lies waiting there in every breath you breathe,Flim
Leap of Faith,Flim,Disease will up and grab you as it crawls from land and sea,Flam
Leap of Faith,Flam,It's amazing how infected that the natural world and all its things can be,Flim
Leap of Faith,Flim,Now I understand that some of you don't think you're sick.,Flam
Leap of Faith,Flam,But twisted hooves and aching joints don't heal all that quick.,Flim
Leap of Faith,Flim,Consider just how dangerous this world is! You might...,Flam
Leap of Faith,Flam,"Slip and fall, break or sprain something here tonight",Flim and Flam
Leap of Faith,Flim and Flam,"But luckily for you, we've got the thing you need And it's easier when all you need's the cure The Flim Flam Miracle Curative Tonic Is just what the doctor ordered, I'm sure",Flim
Leap of Faith,Flim,Now I know our claims seem fantastical.,Flam
Leap of Faith,Flam,Impractical.,Flim
Leap of Faith,Flim,Improbable.,Flam
Leap of Faith,Flam,Impossible.,Flim and Flam
Leap of Faith,Flim and Flam,And magical!,Flim
Leap of Faith,Flim,So we welcome every suffering pony to make their way up to the stage.,Flam
Leap of Faith,Flam,Now don't crowd.,Flim
Leap of Faith,Flim,And we'll prove our tonic's effectiveness before your very eyes.,Flam
Leap of Faith,Flam,"You there! Come up here, good sir.",Flim
Leap of Faith,Flim,"I'll wager you're tired of those crutches, my friend.",Flam
Leap of Faith,Flam,Try taking a sip of this!,Flim and Flam
Leap of Faith,Flim and Flam,"That's why you're so lucky we've got the thing for you Just come on up, we've always got some more Of the Flim Flam Miracle Curative Tonic",Silver Shill
Leap of Faith,Silver Shill,I won't need these crutches to dance out the door,Granny Smith
Leap of Faith,Granny Smith,Now how do ya like that?,Applejack
Leap of Faith,Applejack,I don't. There's somethin' funny about this whole thing.,Flim
Leap of Faith,Flim,"Now some of you may suffer from feelings of despair You're old, you're tired, your legs won't work, there's graying in your hair",Flam
Leap of Faith,Flam,"Just listen and I'll tell you that you don't need to fear Your ears will work, your muscles tone, your eyes will see so clear",Crowd
Leap of Faith,Crowd,"Luckily for us, you've got the thing we need The answer to our problems in a jar The Flim Flam Miracle Curative Tonic Is the greatest ever miracle by far!",in background
Leap of Faith,in background,Tonic... tonic... tonic...,Flim
Leap of Faith,Flim,"It cures the reins, the spurs, and the Clydesdale fur blight.",Flam
Leap of Faith,Flam,Hooferia and horsentery cured in just a night.,Flim
Leap of Faith,Flim,You've got swollen hooves and hindquarters or terrible bridle-bit cleft.,Flam
Leap of Faith,Flam,Saunter sitz and gallop plop will give your tail some heft.,Flim
Leap of Faith,Flim,"Mane loss, hay fever, or terrible tonsillitis.",Flam
Leap of Faith,Flam,"You heard it here, folks -- this is the only place in all of Equestria you'll find it!",Flim
Leap of Faith,Flim,"It can make you shorter, taller, or even grow old",Flam
Leap of Faith,Flam,But who'd want that?,Flim
Leap of Faith,Flim,When with one drink,Flim and Flam
Leap of Faith,Flim and Flam,You can be young again<U+0096>,Granny Smith
Leap of Faith,Granny Smith,SOLD!,Flim
Leap of Faith,Flim,"Congratulations, Granny Smith! You just made the purchase of a lifetime!",Applejack
Leap of Faith,Applejack,Are you as worried as I am?,Big McIntosh
Leap of Faith,Big McIntosh,Eeyup.,Apple Bloom
Leap of Faith,Apple Bloom,"Boy, I just can't believe all the things that Flim Flam Tonic can do!",Applejack
Leap of Faith,Applejack,"When somepony says somethin's too good to be true, it usually is.",Apple Bloom
Leap of Faith,Apple Bloom,You mean Granny wasted her money?,Applejack
Leap of Faith,Applejack,"Well, I don't know about that, but I don't think there's a tonic in Equestria that can make an old pony young again.",Granny Smith
Leap of Faith,Granny Smith,Howdy!,Apple Bloom
Leap of Faith,Apple Bloom,Granny?!,Applejack
Leap of Faith,Applejack,Hang on now! We'll get ya!,Apple Bloom
Leap of Faith,Apple Bloom,"Granny, I thought you were too afraid of the water to swim! And, and what about your hip?!",Granny Smith
Leap of Faith,Granny Smith,"Well, I reckon it might have been a problem before I had myself a dose of that there Flim Flam Tonic!",Applejack
Leap of Faith,Applejack,I'm not so sure that tonic really does anythin'.,Applejack
Leap of Faith,Applejack,"I'm glad you're feelin' good, but how do you know it's from the tonic?",Granny Smith
Leap of Faith,Granny Smith,"I looked out at the water this mornin' and I felt the same terrifyin' aches and pains I always do. But one sip of that magic elixir and it all went away! Why, I might even get a head start on my chores! What do you say, Big Mac-a-doo? Up for a little afternoon applebuckin'?",Big McIntosh
Leap of Faith,Big McIntosh,"Uh, no.",Granny Smith
Leap of Faith,Granny Smith,"Oh, quit your bellyachin'!",Apple Bloom
Leap of Faith,Apple Bloom,"Gee, it looks like that tonic works after all! I wonder what's in it.",Applejack
Leap of Faith,Applejack,I think maybe it's time we found out.,Apple Bloom
Leap of Faith,Apple Bloom,So you're just gonna walk up and ask them how it works?,Applejack
Leap of Faith,Applejack,"I guess. Though if it's a genuine cure, I don't suppose they'll be too keen on sharin' the recipe.",Silver Shill
Leap of Faith,Silver Shill,<U+0096>out the door!,Apple Bloom
Leap of Faith,Apple Bloom,Wait a second! That's that same pony from before!,Applejack
Leap of Faith,Applejack,Hey!,Applejack
Leap of Faith,Applejack,"Now hold it right there, Mister...?",Silver Shill
Leap of Faith,Silver Shill,"Shill. Silver Shill. Ooh, what do you two want?",Applejack
Leap of Faith,Applejack,Our Granny took some tonic and we want to know how it works.,Apple Bloom
Leap of Faith,Apple Bloom,"Granny couldn't swim before, and now she can. Just like you couldn't walk and now you can. But what are you doin' back here? I mean, if the tonic cured you and all...",Applejack
Leap of Faith,Applejack,"...Because he's part of the act! It's time for you to tell the truth! You never needed crutches at all, did ya?",Silver Shill
Leap of Faith,Silver Shill,"I, uh...",Applejack
Leap of Faith,Applejack,Hey! Huh?,Flim
Leap of Faith,Flim,"Well, if it isn't our most favorite Apple!",Flam
Leap of Faith,Flam,What brings you back to our humble abode?,Applejack
Leap of Faith,Applejack,"You two charlatans sold my Granny a bottle of tonic, and now she's off actin' like a filly again.",Flim
Leap of Faith,Flim,What's so bad about that?,Applejack
Leap of Faith,Applejack,"If she keeps gallavantin' around like a yearlin', she's apt to drop from exhaustion or worse! What's more, I know for a fact that your friend here is dressin' up as a different pony every night so he can pretend to be cured!",Flam
Leap of Faith,Flam,"Well, well, well, that's quite an accusation.",Flim
Leap of Faith,Flim,But let's say that it's true...,Flam
Leap of Faith,Flam,Hypothetically...,Flim
Leap of Faith,Flim,Theoretically...,Flam
Leap of Faith,Flam,"As I understand, your Granny was a famous aquapony.",Flim
Leap of Faith,Flim,"The star of the show, once upon a time.",Flam
Leap of Faith,Flam,But hasn't set so much as a hoof in the water since.,Applejack
Leap of Faith,Applejack,"Until today, that's right.",Flim
Leap of Faith,Flim,"Well, then even if our tonic were nothing more than a mixture of apple juice and beet leaves...",Flam
Leap of Faith,Flam,Hypothetically...,Flim
Leap of Faith,Flim,Theoretically...,Flam
Leap of Faith,Flam,The fact is that Granny is happier now than before she tried it.,Applejack
Leap of Faith,Applejack,I guess...,Flim
Leap of Faith,Flim,"So, the question is...",Flam
Leap of Faith,Flam,Do you really want to be the pony who takes all that happiness away?,Applejack
Leap of Faith,Applejack,I...,Apple Bloom
Leap of Faith,Apple Bloom,There you are! I've been lookin' all over! Did you find out what's in the tonic?,Applejack
Leap of Faith,Applejack,"Honestly, Apple Bloom... as long as it works, I... don't suppose it really matters.",Apple Bloom
Leap of Faith,Apple Bloom,"Well, if it doesn't matter to you, then it doesn't matter to me either, sis.",Flim
Leap of Faith,Flim,That's the spirit!,Flam
Leap of Faith,Flam,Come back anytime!,Apple Bloom
Leap of Faith,Apple Bloom,"Hey, Granny! Think you can buck me over the water?",Granny Smith
Leap of Faith,Granny Smith,"I don't see why not! Come on, Big Mac, toss her this way!",Applejack
Leap of Faith,Applejack,"Granny, wait!",Granny Smith
Leap of Faith,Granny Smith,Woo-hoo-hoo!,Granny Smith
Leap of Faith,Granny Smith,"Uh, what were you sayin', dear?",Applejack
Leap of Faith,Applejack,"Granny, don't you think you should take it kinda easy?",Granny Smith
Leap of Faith,Granny Smith,"I've been takin' it easy for too long! And now, thanks to that Flim Flam Tonic, I don't have to!",Apple Bloom
Leap of Faith,Apple Bloom,"Granny, you think I could be an aquapony like you?",Granny Smith
Leap of Faith,Granny Smith,"Of course you can, sapling. There's nothin' to it but to do it!",Apple Bloom
Leap of Faith,Apple Bloom,"Well, the Ponyville swim meet is comin' up. We could enter together! A legendary water pony like you? We'd be a cinch to win!",Granny Smith
Leap of Faith,Granny Smith,"Mm, ee, uh, I don't know... Bein' back in the water is one thing, but a competition is a pony of a different color.",Apple Bloom
Leap of Faith,Apple Bloom,Oh. Okay.,Applejack
Leap of Faith,Applejack,"I don't know, Granny. A swim meet sounds pretty safe. And after all, if that tonic lets you swim in a river and a swimmin' hole, a pool should be no problem at all.",Granny Smith
Leap of Faith,Granny Smith,"Well, I'll be a tart turnover, you are right! All we need now is more tonic!",Flam
Leap of Faith,Flam,"Welcome, friends, and step right up! The next show starts in five minutes!",Flim
Leap of Faith,Flim,But why not buy your tonic now and avoid the rush?,Flam
Leap of Faith,Flam,"Right this way, good sir!",Granny Smith
Leap of Faith,Granny Smith,We'll take the whole case!,Others
Leap of Faith,Others,"""Jinx"": Are you saying this stuff actually works?",Applejack
Leap of Faith,Applejack,It seems to work for Granny.,Flim
Leap of Faith,Flim,"You heard it here first, folks! Flim Flam Miracle Curative Tonic is Granny Smith-tested and Applejack-approved!",Others
Leap of Faith,Others,"""Jinx"": If Applejack says it works, that's good enough for me!",Apple Bloom and Granny Smith
Leap of Faith,Apple Bloom and Granny Smith,"Hoo-ha, hee-hee, ha-hoo-ha!",Applejack
Leap of Faith,Applejack,"Just remember, you two. The most important thing is to be safe and have fun, right?",Granny Smith
Leap of Faith,Granny Smith,"Fiddlesticks! With the routine we've been workin' on, I'll be a plum puddin' if we don't win this thing!",Applejack
Leap of Faith,Applejack,"Uh... good luck, then!",Granny Smith
Leap of Faith,Granny Smith,"Luck? Pfft, who needs luck? We got tonic on our side!",Flam
Leap of Faith,Flam,Flim Flam's Magical Curative Tonic!,Flim
Leap of Faith,Flim,Get your Applejack-approved tonic! Granny Smith drinks it <U+0096> why shouldn't you?,Applejack
Leap of Faith,Applejack,Right.,Granny Smith
Leap of Faith,Granny Smith,"Now, if'n you'll excuse us, we got some swimmin' to do!",Applejack
Leap of Faith,Applejack,"Well, I'll be...",Granny Smith
Leap of Faith,Granny Smith,"Yeah, but mostly it's the tonic!",Flim
Leap of Faith,Flim,"That's Flim Flam Miracle Curative Tonic, to be precise.",Flam
Leap of Faith,Flam,Buy it now while supplies last.,Applejack
Leap of Faith,Applejack,What are you doin' here?,Silver Shill
Leap of Faith,Silver Shill,"Oh, things are going so well, Flim and Flam gave me a promotion! Just made my first bit as a salespony. No more costumes for this pony. This is more of a uniform.",Applejack
Leap of Faith,Applejack,If you say so.,Silver Shill
Leap of Faith,Silver Shill,"I used to wonder if I was doing the right thing. You know, pretending to be cured, basically lying to folks about this tonic. But thanks to you, I realized that sometimes honesty isn't the best policy.",Applejack
Leap of Faith,Applejack,Thanks to... me?,Apple Bloom
Leap of Faith,Apple Bloom,"With Flim Flam's magical Curative Tonic, my Granny can do anything! Just ask Applejack!",Applejack
Leap of Faith,Applejack,"No! This has gotta stop! If ponies keep believin' that tonic can do things it can't, who knows what'll happen?",Silver Shill
Leap of Faith,Silver Shill,Maybe something like that?,Applejack
Leap of Faith,Applejack,Granny! What in blazes does she think she's doin'?!,Apple Bloom
Leap of Faith,Apple Bloom,Granny's gonna break the Equestria high divin' record!,Applejack
Leap of Faith,Applejack,Land sakes!,Granny Smith
Leap of Faith,Granny Smith,Now what in tarnation did you do that for?!,Applejack
Leap of Faith,Applejack,That was the most fool-pony thing I've ever seen anypony do in all my life! You can't do a dive like that!,Granny Smith
Leap of Faith,Granny Smith,"Oh, quit your fussin'! I had enough tonic to do a dive ten times as high!",Flim
Leap of Faith,Flim,"Twenty times, by my count.",Flam
Leap of Faith,Flam,"Thirty, with a favorable breeze.",Applejack
Leap of Faith,Applejack,"I hate to disappoint everypony, but there's no way Granny could have made that dive, because this tonic is a fake!",Others
Leap of Faith,Others,"""Jinx"": But you gave it your stamp of approval!",Rainbowshine
Leap of Faith,Rainbowshine,Are you saying you lied?,Applejack
Leap of Faith,Applejack,...I am.,Applejack
Leap of Faith,Applejack,"I didn't mean to! But everypony seemed so much happier, I couldn't bring myself to tell you when I found out the tonic wasn't real. I know it was wrong. I just hope with time, I can win back everypony's trust.",Apple Bloom
Leap of Faith,Apple Bloom,"But if the tonic is a fake, then how come Granny can swim again, and what about all that aquabatics stuff we just did?",Applejack
Leap of Faith,Applejack,"I reckon sometimes you can forget what you're capable of, and it just takes a little extra confidence to remember that it was inside of you all along. But tellin' ponies your tonic can do things it can't is just wrong!",Flim
Leap of Faith,Flim,But you just said it boosts confidence!,Flam
Leap of Faith,Flam,"And that's not all it does, folks<U+0096>",Silver Shill
Leap of Faith,Silver Shill,"Yes, it is! In fact, it's not a tonic at all! I know, 'cause I helped make it! Watching Applejack save Granny and then admit to lying, well, that made me realize I was making ponies believe in a thing that just wasn't so!",Applejack
Leap of Faith,Applejack,"Believin' in somethin' can help you do amazin' things. But if that belief is based on a lie, eventually it's gonna lead to real trouble.",Silver Shill
Leap of Faith,Silver Shill,"Thank you, Applejack. I got this through dishonest means. That was a mistake I won't be making again! I'd like you to have it, as a reminder of how you helped me finally see the truth.",Applejack
Leap of Faith,Applejack,I don't know...,Silver Shill
Leap of Faith,Silver Shill,"Oh, don't worry. I'll track down the pony I sold that worthless tonic to and give him another bit to replace this one! Honest.",Applejack
Leap of Faith,Applejack,"I'm sorry, Granny. I hope this doesn't mean you'll stop swimmin'.",Granny Smith
Leap of Faith,Granny Smith,"Why in tarnation would I do that? I just can't believe those two salesponies had me believin' I could near fly! Hey, where'd they go?",Applejack
Leap of Faith,Applejack,"Bein' honest sure gets hard when it seems like the truth might hurt somepony you care about. But I think believin' a lie can end up hurtin' even more. Maybe some ponies don't care about that <U+0096> but I sure ain't one of them. Now you take it easy there, Granny!",Granny Smith
Leap of Faith,Granny Smith,"Oh, I plan to! Hoo, ha, ha-whee!",nobody
"Testing Testing 1, 2, 3",Twilight Sparkle,The magical properties of this spell will only have lasting effects if you focus on<U+0097>,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,No! Rainbow Dash! How in Equestria does that pony expect to pass her history of the Wonderbolts exam tomorrow if she's wasting time flying?! I'm just gonna fly right up to her and tell her what I think about her lackadaisical approach to studying! Won't she be surprised!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Surprise!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,What? Huh? How did you<U+0097>,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Puh-lease, Twilight. That was the worst sneak attack ever.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Wha? But<U+0097>,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,I saw you giving me the stink-eye from the ground and heard you flying towards me and muttering from a mile away.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Well, if you heard me ""muttering"", then you must know what I was ""muttering"" about.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Yeah, yeah, the Wonderbolts history test. No big deal.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"No. Big deal. Really big deal. It's a test! A test that will determine if you can join the newly-formed Wonderbolts Reserves, and being part of the Wonderbolts Reserves means you'll have the opportunity to live your dream as a Wonderbolt! This is the most important test of your life!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Twilight, not everypony gets all freaked out about tests like you.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"I do not get ""all freaked out"" about tests!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Uh, seriously? Your freakouts are so epic, you sing whole freakout arias about freaking out.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Fine, I may tend to take my tests a little seriously, but that doesn't mean you shouldn't be studying for yours! Oooh! And I know just the pony who can help you: me! This is gonna be so much fun!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Sure. Fun.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Wha<U+0096> huh?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,This is the most complete<U+0097>,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,And ginormous!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,<U+0097>book on the history of the Wonderbolts.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Okay, but how am I supposed to get what's in there into here?",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"With my handy-dandy study checklist, of course!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Of course.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"First up, reading and highlighting. Reading and highlighting is the foundation of any good study method. It allows the student to hone in and boil down on what's really important, separating the good from the bad, the wheat from the chaff, getting to the crux of things. Let's see what you've got so far!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Um...,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Huh? Hm, by highlighting everything, you don't really separate the wheat from the chaff... Or the good from the bad. Hey, I am not that tall!",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Okay, Rainbow, clearly reading and highlighting is not your style of studying, so let's move on to the tried and true: History lecture! Yes, Rainbow?",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Is it snack time?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,No.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Recess?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,No.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Can't we just watch the history of the Wonderbolts movie?!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"No! Now, just get comfortable, and experience the magic of learning. Ahem. Prior to the great Celestia/Luna rift, there was no need for the Earth, Unicorn, Pegasi, or E.U.P., Guard.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"But after Luna's banishment, the Protective Pony Platoons were formed. On the anniversary of the first Celestial year of peace, a celebration was held.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Headed by General Firefly, an elite team of aerial performers were chosen to help celebrate this auspicious occasion. The first performance was so full of energy, so highly charged, that magical lightning showered down on the crowd. Everypony was so filled with amazement and wonder that General Firefly dubbed them ""the Wonderbolts""!",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Rainbow Dash, can you repeat any of my lesson?",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"History lecture... nope. Okay, Rainbow<U+0096> Rainbow? Rainbow Dash!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Here!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Let's move on to my favorite style of learning: flashcards!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Oh, does that mean I'll learn in a flash?",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"One can only hope. Colonel Purple Dart, the leader of the Wonderbolts in the Fourth Celestial Era, was known for his<U+0096> wha?! Rainbow! Did you see what happened?",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,What? No! I was... riveted by your captivating cards!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Hmm... After becoming the official flying squadron for Princess Celestia, she honored them with<U+0096> Gotcha!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Got what?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"The original Wonderbolts lightning bolt insignia was<U+0096> Rainbow Dash, you could've hurt me!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,With a spit wad? Really?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,A spit wad to the eye would have been no laughing matter!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Well, if you can horse around like this, then you clearly must be ready for the test.",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Clearly.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Well then, I guess you're also ready for a...",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Pop quiz!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Bring it!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,The initials E.U.P. stand for what?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Ernie's undercooked pancakes.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,The original aerial team performed for...?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Celestia's cereal celebration.,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,The Wonderbolts were given their name by this famous Pegasus. Who is she? Please don't say Colonel Waffle...,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Hello? General Blazing Donut Glaze! So, did I ace it or what?",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Or what. You didn't get one answer correct.,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,What? But<U+0096> but how?,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,I don't know. I've never heard answers so wrong! And so breakfast-related!,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,If you had taken the official test today...,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,My dreams of being in the Wonderbolts Reserve would have been totally crushed! What am I gonna do? I'm running out of time! I don't know any of this history! I'm gonna fail!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"I'm gonna fail, I'm gonna fail, I'm gonna fail! And it's all your fault!",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,My fault?! I'm the one helping you!,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Maybe your famous study methods aren't all they're cracked up to be, eh, teacher?!",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,"Excuse me, I've used them to study for many a test and passed!",Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Yeah, right.",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Do you know the name of the premiere Wonderbolts choreographer?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,"Uh, well<U+0097>",Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Commander Easyglider. Do you know how many Pegasi flew in the original squad?,Rainbow Dash
"Testing Testing 1, 2, 3",Rainbow Dash,Um<U+0097>,Twilight Sparkle
"Testing Testing 1, 2, 3",Twilight Sparkle,Seven! Do you know Princess Celestia's favorite flight pattern?! The Icaranian Sun Salutation! See? I could pass the test.,Rainbow Dash
