episode,speaker,content
Maud Pie,Twilight Sparkle,Where's Maud?
Maud Pie,Pinkie Pie,She's coming!
Maud Pie,Rainbow Dash,Uh... you sure?
Maud Pie,Pinkie Pie,She's not quite as fast as me. I asked Gummy to stay with her in case she got lost!
Maud Pie,Rainbow Dash,Is she even moving?
Maud Pie,Pinkie Pie,"We're over here, Maud!"
Maud Pie,Maud Pie,Hm. Sedimentary.
Maud Pie,Rainbow Dash,Huh?
Maud Pie,Maud Pie,This is a sedimentary rock.
Maud Pie,Twilight Sparkle,"That's... really fascinating, isn't it, girls? We're just so thrilled you could come for a visit before your big trip. Pinkie Pie has told us so much about you. I'm Twilight, and this is Applejack, Fluttershy, Rainbow Dash, and Rarity."
Maud Pie,Fluttershy,We're ever so glad to meet you.
Maud Pie,Applejack,We're just gonna have the best time!
Maud Pie,Rarity,Pinkie Pie tells me you share my love for fashion.
Maud Pie,Maud Pie,I'm really into expressing myself through my wardrobe.
Maud Pie,Rarity,A-and what is the delightful frock you're wearing now saying?
Maud Pie,Maud Pie,It doesn't talk. It's a dress.
Maud Pie,Applejack,"Uh, so this here's Winona. That's Owlowiscious, Tank, Opal, and Angel. Pinkie Pie told us you have a pet, too."
Maud Pie,Maud Pie,He's in my pocket.
Maud Pie,Fluttershy,"Oh, you have a pocket pet? Like a tiny mouse? Or a baby bird? Or a trained butterfly?"
Maud Pie,Maud Pie,It's a rock. His name is Boulder.
Maud Pie,Pinkie Pie,"This is going to be the best, most awesome, funnest week ever! I can't wait for us all to become bestest friends!"
Maud Pie,Applejack,Maud? Would you like to try one of Granny Smith's famous apple spiced muffins?
Maud Pie,Applejack,"Oh, uh, heh, that's not<U+0096> Um..."
Maud Pie,Maud Pie,It's crunchy.
Maud Pie,Pinkie Pie,Maud's right! They are crunchy! Yum!
Maud Pie,Rainbow Dash,"So, uh, Pinkie Pie tells us you like games."
Maud Pie,Maud Pie,Boulder and I sometimes play a game called 'Camouflage'. It's kind of like hide and seek but way more intense.
Maud Pie,Rainbow Dash,Awesome?
Maud Pie,Twilight Sparkle,Any luck?
Maud Pie,Fluttershy,"I truly wish I'd spent more time with Boulder, because I'm having a very hard time remembering what he looks like."
Maud Pie,Applejack,It's like looking for a pebble in a haystack.
Maud Pie,Rarity,More like in a pile of pebbles.
Maud Pie,Applejack,"Well, you don't have to make it even harder."
Maud Pie,Rarity,Ugh! I give up! this is impossible!
Maud Pie,Twilight Sparkle,"It'll hurt Maud's feelings if we all stop playing. Besides, look how much fun Pinkie Pie's having."
Maud Pie,Pinkie Pie,Is this him? Is this him? Is this him? Is this him?
Maud Pie,Twilight Sparkle,"Just a little longer, okay?"
Maud Pie,Applejack,"Uh, alright, fine..."
Maud Pie,Rainbow Dash,Really?
Maud Pie,Maud Pie,Found him.
Maud Pie,Pinkie Pie,Oh! Where was he?
Maud Pie,Maud Pie,He was hiding in my pocket.
Maud Pie,Rainbow Dash,"Oh, come on!"
Maud Pie,Fluttershy,"I don't mean to interrupt, but we really should get these little critters home. It's getting awfully late, and they've had a very busy day."
Maud Pie,Pinkie Pie,"Maud and I had better get going too. I want her to taste the rock candy we're gonna use for our best friends necklaces! Aw, yeah!"
Maud Pie,Applejack,She sure is... different from what I expected.
Maud Pie,Rainbow Dash,"We spent all day digging in the dirt, and he was in her pocket the whole time?!"
Maud Pie,Fluttershy,"On the bright side, Boulder seemed really sweet."
Maud Pie,Rainbow Dash,He's a rock!
Maud Pie,Twilight Sparkle,"Come on, girls. I'm sure Maud was just nervous about meeting all of us."
Maud Pie,Applejack,Maybe she was just acting a little 'off' because she was shy or somethin'.
Maud Pie,Twilight Sparkle,"Exactly. It must be awfully intimidating to meet all of us at once, especially since we're already such good friends."
Maud Pie,Twilight Sparkle,"Maybe if we spend some time with her one-on-one to try to get to know her better, I'm sure we'll be making those best friend rock candy necklaces in no time."
Maud Pie,Rarity,Where shall we start? I've chosen a few fabrics that I think will be stunning with y<U+0096>
Maud Pie,Pinkie Pie,"Choices, choices, choices!"
Maud Pie,Rarity,"...Of course, if you don't see anything that speaks to you, I would be happy to suggest<U+0096>"
Maud Pie,Maud Pie,I like this one.
Maud Pie,Rarity,Pinkie Pie didn't tell us you were so funny!
Maud Pie,Maud Pie,What do you mean?
Maud Pie,Rarity,"Oh, well, it's just... I believe that is a dishtowel. B-b-but it does go very well with your complexion. I'm sure I could work my magic and turn it into something fabulous."
Maud Pie,Pinkie Pie,Rarity and my sister working together to design something amazing! This is the best day ever!
Maud Pie,Rarity,Perhaps I could sew all of these together and make you something you'd like.
Maud Pie,Maud Pie,No thanks. One is enough.
Maud Pie,Pinkie Pie,Doesn't Maud make the coolest scarves?
Maud Pie,Rarity,Quite...
Maud Pie,Fluttershy,"Hello there, Hummingway. I'm ever so happy to see you."
Maud Pie,Pinkie Pie,What's he saying?
Maud Pie,Fluttershy,"He says hello, and he's happy to see us too."
Maud Pie,Pinkie Pie,"I wish I could speak hummingbird. Humm! Hum-m-m-m-m, hum!"
Maud Pie,Fluttershy,"These spiders only live in Ponyville, and even though they may look a teeny bit scary, they're actually very sweet and help keep other, more dangerous insects away!"
Maud Pie,Maud Pie,I was looking at the rock.
Maud Pie,Fluttershy,Oh.
Maud Pie,Pinkie Pie,"Thanks again, Fluttershy! Start thinking about which flavors you want to put on your best friend rock candy necklace!"
Maud Pie,Fluttershy,Oh gosh. I'm not sure we're even friends yet.
Maud Pie,Pinkie Pie,Maud is a total bookworm. She loves poetry!
Maud Pie,Twilight Sparkle,I've got lots of poetry. Do you read anything by Quilland Ink? Or Flourish Prose?
Maud Pie,Maud Pie,I prefer to read my own poetry.
Maud Pie,Twilight Sparkle,"Oh, I'd love to hear some of it!"
Maud Pie,Maud Pie,Rock. You are a rock. Gray. You are gray. Like a rock. Which you are. Rock.
Maud Pie,Others,I've written thousands.
Maud Pie,Pinkie Pie,She's so prolific!
Maud Pie,Maud Pie,"This next one is about rocks. They're all about rocks. Rocks; these are my rocks. Sediments: make me sedimental. Smooth and round, asleep in the ground. Shades of brown and gray..."
Maud Pie,Applejack,"You 'bout done peelin' them apples for the cider, Maud?"
Maud Pie,Maud Pie,I think this one is done.
Maud Pie,Maud Pie,Should I peel another?
Maud Pie,Applejack,"No! I mean, nah. I'm sure there's plenty apples in it already."
Maud Pie,Pinkie Pie,Can we taste it now?
Maud Pie,Applejack,"Sure, why not?"
Maud Pie,Pinkie Pie,Wow! That's the best apple cider I've ever had!
Maud Pie,Applejack,"What do you think, Maud?"
Maud Pie,Maud Pie,It tastes like apples.
Maud Pie,Pinkie Pie,"Told you she was super honest, just like you!"
Maud Pie,Applejack,"We're practically twins, heh."
Maud Pie,Rainbow Dash,Yeah! Let's see you beat that! Whooaa!
Maud Pie,Pinkie Pie,That was amazing!
Maud Pie,Rainbow Dash,Whoa. How'd you do that?
Maud Pie,Maud Pie,I threw it.
Maud Pie,Rainbow Dash,"I guess you won this one, Maud."
Maud Pie,Maud Pie,I'm not really into... 'winning'.
Maud Pie,Pinkie Pie,"Great, you're all here! Maud is out looking for rocks, so this is the perfect time for us to set up everything we'll need to make our best friend rock candy necklaces!"
Maud Pie,Pinkie Pie,What's wrong?
Maud Pie,Twilight Sparkle,"Well, I'm not sure it's the best time to make best friend rock candy necklaces."
Maud Pie,Pinkie Pie,Why not?
Maud Pie,Twilight Sparkle,Uh...
Maud Pie,Rarity,"Well, darling, you see..."
Maud Pie,Fluttershy,"You're ever so thoughtful to share your special bonding ritual with us, but, uh..."
Maud Pie,Pinkie Pie,But what?
Maud Pie,Applejack,"The truth is, we've all been tryin' real hard to get closer to Maud, but, well... maybe some ponies just don't click the way others do."
Maud Pie,Applejack,"We just wouldn't feel right makin' somethin' that means we're best friends if, well, we aren't."
Maud Pie,Pinkie Pie,"Oh. Okay. If anypony needs me, I'll be in here trying to figure out what to do with two hundred pounds of rock candy."
Maud Pie,Rarity,I feel awful! Just awful...
Maud Pie,Fluttershy,Maybe we should have just pretended we were friends with Maud.
Maud Pie,Twilight Sparkle,"If we didn't tell Pinkie Pie that we hadn't all become the best of friends, I think Maud would have."
Maud Pie,Rainbow Dash,"Maybe, but who really knows? That pony is a riddle wrapped in a mystery inside an igneous."
Maud Pie,Rarity,"Don't you mean ""inside an enigma""?"
Maud Pie,Rainbow Dash,Nope. I mean igneous. It's a kind of rock. Ask me how I know that.
Maud Pie,Pinkie Pie,I've come up with just the thing to bring everypony closer together!
Maud Pie,Rainbow Dash,Huh?
Maud Pie,Pinkie Pie,It combines everypony's interests into one giant activity that we can all enjoy together and that will totally bring all of my bestest friends together as bestestest friends! You'll need these.
Maud Pie,Rainbow Dash,Like I said: Huh?
Maud Pie,Pinkie Pie,"Probably better for me to show you. Watch this! Applesauce tunnel for Applejack, pretty shiny stuff for Rarity, reading material for Twilight, critter time for Fluttershy..."
Maud Pie,Pinkie Pie,Cupcakes for yours truly... and it's a race for Rainbow Dash!
Maud Pie,Twilight Sparkle,"Pinkie Pie, what is that?!"
Maud Pie,Pinkie Pie,"A rock slide, of course! For Maud! First you climb, then you slide!"
Maud Pie,Applejack,I've got a bad feeling about this...
Maud Pie,Fluttershy,"Oh, goodness!"
Maud Pie,Applejack,Watch out!
Maud Pie,Rainbow Dash,What<U+0096> how<U+0096> what?!
Maud Pie,Maud Pie,"Pinkie Pie, what were you thinking?"
Maud Pie,Pinkie Pie,I guess I wasn't.
Maud Pie,Maud Pie,"I know how important it is to you that your friends become my friends, but I just don't think it's going to happen. I think it would be best if I just go back to the rock farm and spend the rest of the week there. It was nice to meet you all. Makes me happy knowing Pinkie Pie has such good friends."
Maud Pie,Pinkie Pie,"But... we never even got to make our rock candy necklaces... Wait, Maud! I'll come with you!"
Maud Pie,Twilight Sparkle,I can't believe Maud cut her trip short.
Maud Pie,Rarity,I can't believe we nearly lost Pinkie Pie to that ridiculous obstacle course.
Maud Pie,Fluttershy,Thank goodness Maud was able to reach her in time.
Maud Pie,Rainbow Dash,Did you see how fast Maud moved?
Maud Pie,Rarity,And the way she smashed that huge rock into dust? How in Equestria did she do that?
Maud Pie,Fluttershy,Pinkie Pie was in trouble! Maud would move mountains for her if she had to.
Maud Pie,Twilight Sparkle,That's it! I think I finally realized what we all have in common with Maud! Something that just might be worthy of a very important super-duper special tradition that only the closest and bestest of friends can share!
Maud Pie,Maud Pie,Thank you for coming with me. I don't know how long I'll be gone on my rock research trip. I'm glad I still get to spend some time with you before I go.
Maud Pie,Pinkie Pie,Me too. I'm sorry I put so much pressure on everypony to bond. I only wanted my friends to get to know my amazing older sister.
Maud Pie,Pinkie Pie,What are you doing here?
Maud Pie,Twilight Sparkle,"Pinkie Pie, we're so sorry we hurt your feelings by not bonding with Maud right away. And Maud, we're sorry that you felt the only way to spare Pinkie Pie's feelings was to leave Ponyville early."
Maud Pie,Rest of main cast,Mm-hm.
Maud Pie,Applejack,We've seen how much you care about Pinkie Pie firsthoof.
Maud Pie,Twilight Sparkle,"Pinkie Pie's happiness means as much to us as it does to you, and we're sorry we couldn't see it sooner. The thing that makes us click and creates a special bond between us is how much we all love Pinkie Pie!"
Maud Pie,Pinkie Pie,"Aw, shucks!"
Maud Pie,Twilight Sparkle,"That's a pretty great thing to have in common, if you ask me. What do you think, Maud?"
Maud Pie,Maud Pie,Sure.
Maud Pie,Pinkie Pie,What's wrong?
Maud Pie,Rarity,"Sorry, darling. I think we all just thought she'd be a bit more excited about this."
Maud Pie,Pinkie Pie,Are you kidding me? I've never seen her more excited in my entire life!
Maud Pie,Maud Pie,"I don't know if you've noticed, but I don't show my enthusiasm for things quite in the same way my sister does."
Maud Pie,Rainbow Dash,"Uh, we noticed. And we're totally cool with it."
Maud Pie,Twilight Sparkle,"Maud, we'd like to give you something to take on your trip, so that you remember all your friends from Ponyville."
Maud Pie,Maud Pie,Thank you.
Maud Pie,Twilight Sparkle,Are those all the necklaces Pinkie Pie sent you?
Maud Pie,Maud Pie,Mm-hm.
Maud Pie,Twilight Sparkle,You haven't eaten any of them?
Maud Pie,Maud Pie,I don't really like candy. But I do love Pinkie Pie.
Maud Pie,Pinkie Pie,Mmm!
For Whom the Sweetie Belle Toils,Sweetie Belle,"I have to leave for dress rehearsal soon, Rarity! Is it finished yet?"
For Whom the Sweetie Belle Toils,Rarity,"Uh, not quite. I still feel it needs a certain je ne sais quoi. Perhaps it needs... appliqu<e9>s."
For Whom the Sweetie Belle Toils,Sweetie Belle,Appliqu<e9>s?
For Whom the Sweetie Belle Toils,Rarity,Or sequins.
For Whom the Sweetie Belle Toils,Sweetie Belle,Sequins!
For Whom the Sweetie Belle Toils,Rarity,"Sweetie Belle, I adore having you help me, truly I do, but..."
For Whom the Sweetie Belle Toils,Sweetie Belle,Guess I got a little carried away. It's just that I know how important it is for you to finish this wardrobe in time for Sapphire Shores and her backup dancers.
For Whom the Sweetie Belle Toils,Rarity,"This is without a doubt my most prestigious order ever. After all, Sapphire Shores is the pony of pop, and her Equestria-wide tour launches in Canterlot next week! Which means she must have these outfits by day after tomorrow at the latest!"
For Whom the Sweetie Belle Toils,Sweetie Belle,But is there time?
For Whom the Sweetie Belle Toils,Rarity,"Barely. But I work well under pressure. Hmm, as long as I stay calm, I'll be fine."
For Whom the Sweetie Belle Toils,Sweetie Belle,"Oh, good! Then maybe you could check the stitching and finish the buttons on the dresses I made for me, Apple Bloom, and Scootaloo? I really want them to look perfect, and... I think I need your expertise."
For Whom the Sweetie Belle Toils,Rarity,"My, you've been so much help to me. How could I possibly say no? When do you need them?"
For Whom the Sweetie Belle Toils,Sweetie Belle,Tomorrow night. For the opening night of our show!
For Whom the Sweetie Belle Toils,Rarity,"But, Sweetie Belle, darling! I, I'm behind as it is!"
For Whom the Sweetie Belle Toils,Sweetie Belle,I understand.
For Whom the Sweetie Belle Toils,Rarity,"I suppose... if I got a few more ponies to help me, then maybe..."
For Whom the Sweetie Belle Toils,Cheerilee,"My goodness, girls, it's time! And the audience is almost fully seated! Costumes!"
For Whom the Sweetie Belle Toils,Scootaloo,I can't believe Rarity still isn't here with the costumes.
For Whom the Sweetie Belle Toils,Sweetie Belle,She's been very busy lately!
For Whom the Sweetie Belle Toils,Apple Bloom,"But how can she still not be here? She's known about this for weeks! Uh... she has known about this for weeks, right?"
For Whom the Sweetie Belle Toils,Sweetie Belle,"I kept meaning to ask her, I really did, but I worked so hard on this play. I wrote it especially for the three of us! I directed it, I'm in it, I made the costumes... It's just that this is really my time to shine doing something completely myself, and I really wanted to keep it that way!"
For Whom the Sweetie Belle Toils,Apple Bloom,But we wanted everything to be perfect! All our friends came out to see it tonight!
For Whom the Sweetie Belle Toils,Cheerilee,Places!
For Whom the Sweetie Belle Toils,Rarity,"Oh, I'm here, I'm here!"
For Whom the Sweetie Belle Toils,Sweetie Belle,You made it!
For Whom the Sweetie Belle Toils,Rarity,"Oh, I beg your pardon for cutting it so close, but I made some improvements to your original design, and I had a terrible time with these froofy sleeves. It is for the first play you ever wrote, after all, so I made quite certain it came out just so."
For Whom the Sweetie Belle Toils,Cheerilee,Places! Hello?
For Whom the Sweetie Belle Toils,Sweetie Belle,"Forsooth and anon, I cometh forthwith and posthaste with glad tidings, miladies."
For Whom the Sweetie Belle Toils,Apple Bloom,Wow! A standin' ovation!
For Whom the Sweetie Belle Toils,Scootaloo,I still have goosebumps!
For Whom the Sweetie Belle Toils,Apple Bloom,"This must be like a dream come true for you, huh, Sweetie Belle?"
For Whom the Sweetie Belle Toils,Scootaloo,"Ooh, can you imagine if this show was how you got your cutie mark?"
For Whom the Sweetie Belle Toils,Apple Bloom,"Which do you think you'd get it for? Writing, directing, or acting?"
For Whom the Sweetie Belle Toils,Sweetie Belle,Let's not get carried away. We've got a whole lobby full of friends waiting to shower us with adoration and praise. Try to be gracious.
For Whom the Sweetie Belle Toils,Scootaloo,Modest.
For Whom the Sweetie Belle Toils,Apple Bloom,Classy.
For Whom the Sweetie Belle Toils,Sweetie Belle,"Here we are, the stars of the show!"
For Whom the Sweetie Belle Toils,Apple Bloom,You may tell us how much you loved it now.
For Whom the Sweetie Belle Toils,Scootaloo,Line forms here!
For Whom the Sweetie Belle Toils,Spike,"Wow, you guys! I think your sisters would have loved it!"
For Whom the Sweetie Belle Toils,Apple Bloom,Would have?
For Whom the Sweetie Belle Toils,Spike,"They're sorry, but they had to go help Rarity get Sapphire Shores' wardrobe ready to take to Canterlot in the morning."
For Whom the Sweetie Belle Toils,Scootaloo,Even Rainbow Dash?
For Whom the Sweetie Belle Toils,Spike,Yeah. Rarity fell way behind.
For Whom the Sweetie Belle Toils,Apple Bloom and Scootaloo,Aww.
For Whom the Sweetie Belle Toils,Spike,"Aw, cheer up, the show was great! I'll get you some punch."
For Whom the Sweetie Belle Toils,Sweetie Belle,At least everypony else who was able to stay loved it.
For Whom the Sweetie Belle Toils,Sweetie Belle,"What did you all like best? The writing, the directing, or the acting?"
For Whom the Sweetie Belle Toils,Lemon Hearts,"Oh my, I- I loved the dresses."
For Whom the Sweetie Belle Toils,Noteworthy,I liked some of those lines you said.
For Whom the Sweetie Belle Toils,Sweetie Belle,"Oh, really? Which ones?"
For Whom the Sweetie Belle Toils,Noteworthy,"Uh, I don't really remember, but you were wearing a pink taffeta dress with lots of chiffon when you said them! Whoo-ee, that outfit was a dazzler!"
For Whom the Sweetie Belle Toils,Noteworthy,That was a nice one too!
For Whom the Sweetie Belle Toils,Sweetie Belle,Isn't there anypony here who remembers anything about the play besides the dresses?!
For Whom the Sweetie Belle Toils,Fluttershy,All of this is one headpiece?
For Whom the Sweetie Belle Toils,Rarity,"Indeed. This marvelous extravagance is the cr<e8>me de la cr<e8>me of the entire wardrobe! But alas, without this key hidden stitch, it's just a... I'm trying to think of a nicer way to say 'big bummer'. Now perhaps we can all at last take a moment to relax!"
For Whom the Sweetie Belle Toils,Rarity,"Whatever's the matter, Sweetie Belle? Didn't the play go all right?"
For Whom the Sweetie Belle Toils,Sweetie Belle,Not even close.
For Whom the Sweetie Belle Toils,Rarity,"Oh, dear. Was something amiss with the dresses I made you?"
For Whom the Sweetie Belle Toils,Sweetie Belle,"No, they were perfect, and that was the whole problem!"
For Whom the Sweetie Belle Toils,Others,"Applejack, Fluttershy, Pinkie Pie, Huh?"
For Whom the Sweetie Belle Toils,Fluttershy,"Oh, um, I think maybe I'll go take that moment to relax now."
For Whom the Sweetie Belle Toils,Rainbow Dash,"Heh, sure do feel like relaxing!"
For Whom the Sweetie Belle Toils,Applejack,Right behind ya!
For Whom the Sweetie Belle Toils,Sweetie Belle,"How could you?! ""Oh, what amazing dresses! Oh, how I love the dresses! Ooh, dresses, dresses, dresses, dresses!"""
For Whom the Sweetie Belle Toils,Rarity,"Oh, so they did like them. You had me worried, you silly filly."
For Whom the Sweetie Belle Toils,Sweetie Belle,There! I knew it! You did this on purpose! Stealing the spotlight like you always do! It's my fifth birthday party all over again!
For Whom the Sweetie Belle Toils,Rarity,The... the what now?
For Whom the Sweetie Belle Toils,Sweetie Belle,Don't act like you don't remember. Or are you trying to prove you're a better actress than me too?!
For Whom the Sweetie Belle Toils,Rarity,"Sweetie Belle, if I did anything to upset you, then--"
For Whom the Sweetie Belle Toils,Sweetie Belle,Admit you made those dresses too good on purpose!
For Whom the Sweetie Belle Toils,Rarity,I thought they were supposed to be good.
For Whom the Sweetie Belle Toils,Sweetie Belle,"Yes, good. Not jaw-dropping amazing!"
For Whom the Sweetie Belle Toils,Rarity,I only tried to do what I thought you wanted.
For Whom the Sweetie Belle Toils,Sweetie Belle,Ha!
For Whom the Sweetie Belle Toils,Sweetie Belle,"Ugh, I don't believe it. After everything I put up with all week long! ""Sweetie Belle, get me some red ribbon! No, that's not red, that's cherry! No, that's not red, that's cinnamon!"" For Pete's sake, it's all red!"
For Whom the Sweetie Belle Toils,Rarity,"I should probably go talk to her, hm?"
For Whom the Sweetie Belle Toils,Sweetie Belle,"At least Sapphire Shores won't be all like ""Ooh, who fetched you that red ribbon? Because I don't care about anything else you made. All I care about is that amazing red ribbon!"""
For Whom the Sweetie Belle Toils,Rarity,Perhaps waiting would be best.
For Whom the Sweetie Belle Toils,Sweetie Belle,I wish there was a way I could take back all the work I did!
For Whom the Sweetie Belle Toils,Sweetie Belle,Now what?
For Whom the Sweetie Belle Toils,Eclair Cr<e8>me,"And the winner of the ""Best Writer, Director, Actor in an Awesome Play Put on by a Pony and Her Awesome Best Friends"" goes to..."
For Whom the Sweetie Belle Toils,Others,"""Star Gazer"": Sweetie Belle!"
For Whom the Sweetie Belle Toils,Sweetie Belle,Don't go!
For Whom the Sweetie Belle Toils,Sweetie Belle,Stop! Why do you have to ruin everything?!
For Whom the Sweetie Belle Toils,Princess Luna,Enough!
For Whom the Sweetie Belle Toils,Sweetie Belle,Princess Luna! It's really you! Or am I dreaming?
For Whom the Sweetie Belle Toils,Princess Luna,What do you think?
For Whom the Sweetie Belle Toils,Sweetie Belle,"Let me see. You just rescued me from a maniacal laughing Rarity-cloud. Yeah, probably dreaming."
For Whom the Sweetie Belle Toils,Princess Luna,"I understand what you're going through, Sweetie Belle. I too have a sister who often shines more brightly than me, and with this, I have struggled."
For Whom the Sweetie Belle Toils,Sweetie Belle,"Wait, come back! Luna? Can you hear me? Thank you for what you did! Help, Luna! Luuuna!"
For Whom the Sweetie Belle Toils,Sweetie Belle,"I remember this. This is my fifth birthday party! I decided to make a grand entrance. I made myself all beautiful, just like my big sister."
For Whom the Sweetie Belle Toils,Sweetie Belle,"Finally, I was perfect, and then went to the stairs to enter like the belle of the ball. When I finally came out of my room, I found the party going on without me."
For Whom the Sweetie Belle Toils,Sweetie Belle,"And I kept posing at the top of the stairs, waiting to be noticed, but all I heard was..."
For Whom the Sweetie Belle Toils,Little Pony 2,Awesome! Where did you get these?
For Whom the Sweetie Belle Toils,Rarity,"Made them myself. And of course, you'll all want cake, won't you?"
For Whom the Sweetie Belle Toils,Little Pony 2,"You're the greatest, Rarity!"
For Whom the Sweetie Belle Toils,Others,"""Plum Star"": Who needs a birthday girl when you've got the birthday girl's amazing big sister?"
For Whom the Sweetie Belle Toils,Sweetie Belle,That's when I learned 'never try to shine with my big sister around'.
For Whom the Sweetie Belle Toils,Princess Luna,But perhaps you didn't have the whole story.
For Whom the Sweetie Belle Toils,Sweetie Belle,I thought you said you understood? Luna?
For Whom the Sweetie Belle Toils,Little Pony 2,Where's Sweetie Belle?
For Whom the Sweetie Belle Toils,Rarity,I'm sure she'll be along in any moment.
For Whom the Sweetie Belle Toils,Others,"""Titania"": I'm tired of waiting. I say we get out of here before we all keel over from boredom. Who's with me? Poor Sweetie Belle. Nopony's gonna come to another one of her parties after this fiasco."
For Whom the Sweetie Belle Toils,Rarity,"Don't go! You'll miss out on the, uh, party favors! I was going to save them 'til the end, but..."
For Whom the Sweetie Belle Toils,Little Pony 2,Awesome? Where did you get these?
For Whom the Sweetie Belle Toils,Rarity,"Made them myself. And of course, you'll all want cake, won't you?"
For Whom the Sweetie Belle Toils,Others,"""Plum Star"": Who needs a birthday girl when you've got the birthday girl's amazing big sister?"
For Whom the Sweetie Belle Toils,Rarity,"Oh, no-no-no. All of these things were Sweetie Belle's idea. I just assisted with the execution."
For Whom the Sweetie Belle Toils,Sweetie Belle,I guess Rarity wasn't trying to steal the spotlight. She was trying to save my party. Luna? Luna!
For Whom the Sweetie Belle Toils,Rarity,"Should I hem the cloaks now or wait until I'm there? I could hem them now, but I might have to redo them..."
For Whom the Sweetie Belle Toils,Sweetie Belle,When was this?
For Whom the Sweetie Belle Toils,Rarity,"But if I wait until I'm in Canterlot to hem them, Sapphire Shores might not get the best first impression..."
For Whom the Sweetie Belle Toils,Sweetie Belle,Wait. This must've happened earlier tonight!
For Whom the Sweetie Belle Toils,Rarity,Ooh... Sapphire Shores is such a big star and such a stickler for details. What if everything's not perfect enough?
For Whom the Sweetie Belle Toils,Sweetie Belle,"Funny, I thought I was the only one who got worried about stuff like that."
For Whom the Sweetie Belle Toils,Rarity,"Oh, buck up, Rarity, stop this foolishness. You've done your best and left nothing to chance! All that's needed now is a good night's rest."
For Whom the Sweetie Belle Toils,Sweetie Belle,I hope everything goes alright for her tomorrow.
For Whom the Sweetie Belle Toils,Princess Luna,Hm. How curious you should say that.
For Whom the Sweetie Belle Toils,Princess Luna,"Go. Go see what the future holds if you fail to rein in your worst instincts, as I once did."
For Whom the Sweetie Belle Toils,Rarity,And here it is! The cr<e8>me de la cr<e8>me--
For Whom the Sweetie Belle Toils,Sweetie Belle,Noooo!
For Whom the Sweetie Belle Toils,Rarity,The pi<e9>ce de resistance...
For Whom the Sweetie Belle Toils,Rarity,The headdress!
For Whom the Sweetie Belle Toils,Sapphire Shores,Looks like I made a mistake here.
For Whom the Sweetie Belle Toils,Rarity,"But, but this is impossible! I, I, I checked and rechecked everything! This couldn't have happened!"
For Whom the Sweetie Belle Toils,Sapphire Shores,"You sure about that, honey?"
For Whom the Sweetie Belle Toils,Rarity,"Please, you must believe me!"
For Whom the Sweetie Belle Toils,Sweetie Belle,Listen to my sister!
For Whom the Sweetie Belle Toils,Sweetie Belle,I don't wanna see any more!
For Whom the Sweetie Belle Toils,Rarity,Always check and recheck!
For Whom the Sweetie Belle Toils,Sapphire Shores,Who all wants to hear a funny story about my ex-costume designer?
For Whom the Sweetie Belle Toils,Rarity,"Check, recheck, recheck, then recheck!"
For Whom the Sweetie Belle Toils,Sweetie Belle,"Make it stop! Princess Luna, can you hear me?!"
For Whom the Sweetie Belle Toils,Fluttershy,"Make me a dress, Rarity, please?"
For Whom the Sweetie Belle Toils,Rarity,Go away! You know I don't do that anymore!
For Whom the Sweetie Belle Toils,Sweetie Belle,"Wake me up, Princess Luna, wake me up, wake me uuuup!"
For Whom the Sweetie Belle Toils,Sweetie Belle,Rarity? Oh no! The box is... gone? I'm too late! She left for Canterlot!
For Whom the Sweetie Belle Toils,Sweetie Belle,The key is for you two to distract Rarity long enough for me to put the stitch back in without her noticing.
For Whom the Sweetie Belle Toils,Scootaloo,If we're not too late already.
For Whom the Sweetie Belle Toils,Apple Bloom,"Oh, my gosh! I can't believe we're goin' to see Sapphire Shores! I'm such a huge fan! I know all her songs!"
For Whom the Sweetie Belle Toils,Scootaloo,'Get Your Pony On'!
For Whom the Sweetie Belle Toils,Apple Bloom,"Ooh, that's one of my favorites!"
For Whom the Sweetie Belle Toils,Sweetie Belle,This isn't a trip to see Sapphire Shores! It's a trip to save my sister from a horrible future!
For Whom the Sweetie Belle Toils,Scootaloo,'Serves Her Right'!
For Whom the Sweetie Belle Toils,Sweetie Belle,How can you say that?! Rarity doesn't deserve that at all!
For Whom the Sweetie Belle Toils,Scootaloo,"No, 'Serves Her Right' is another one of Sapphire Shores' songs!"
For Whom the Sweetie Belle Toils,Apple Bloom,You seriously didn't know that? Don't you listen to her music?!
For Whom the Sweetie Belle Toils,Sweetie Belle,...I prefer show tunes.
For Whom the Sweetie Belle Toils,Scootaloo and Apple Bloom,Ugh.
For Whom the Sweetie Belle Toils,Sapphire Shores,"Five, six, seven eight, ba-bam!"
For Whom the Sweetie Belle Toils,Rarity,"Oh, bravo! Fabulous! Magnifique!"
For Whom the Sweetie Belle Toils,Sapphire Shores,"One more time, from the top. Let's not embarrass me in front of my favorite designer this time? And a-one, two, three, four!"
For Whom the Sweetie Belle Toils,Sweetie Belle,But you have to let us in! I'm Sapphire Shores' designer's sister! You have to believe us!
For Whom the Sweetie Belle Toils,Security guard,"Kid, the only thing I have to do is make sure Sapphire Shores doesn't get interrupted all day by fans like you."
For Whom the Sweetie Belle Toils,Sweetie Belle,But I'm not a fan!
For Whom the Sweetie Belle Toils,Apple Bloom,I am!
For Whom the Sweetie Belle Toils,Scootaloo,Me too!
For Whom the Sweetie Belle Toils,Sweetie Belle,Not helping!
